year,state,population,State,Abbrev,Code
2015,WY,585613,Wyoming,Wyo.,WY
2016,AK,741456,Alaska,Alaska,AK
2016,AL,4863525,Alabama,Ala.,AL
2016,AR,2989918,Arkansas,Ark.,AR
2016,AZ,6941072,Arizona,Ariz.,AZ
2016,CA,39167117,California,Calif.,CA
2016,CO,5539215,Colorado,Colo.,CO
2016,CT,3578141,Connecticut,Conn.,CT
2016,DC,685815,District of Columbia,D.C.,DC
2016,DE,948921,Delaware,Del.,DE
2016,FL,20613477,Florida,Fla.,FL
2016,GA,10301890,Georgia,Ga.,GA
2016,HI,1427559,Hawaii,Hawaii,HI
2016,IA,3131371,Iowa,Iowa,IA
2016,ID,1682380,Idaho,Idaho,ID
2016,IL,12820527,Illinois,Ill.,IL
2016,IN,6634304,Indiana,Ind.,IN
2016,KS,2910844,Kansas,Kans.,KS
2016,KY,4438182,Kentucky,Ky.,KY
2016,LA,4678135,Louisiana,La.,LA
2016,MA,6823608,Massachusetts,Mass.,MA
2016,MD,6003323,Maryland,Md.,MD
2016,ME,1331317,Maine,Maine,ME
2016,MI,9950571,Michigan,Mich.,MI
2016,MN,5522744,Minnesota,Minn.,MN
2016,MO,6087135,Missouri,Mo.,MO
2016,MS,2987938,Mississippi,Miss.,MS
2016,MT,1040859,Montana,Mont.,MT
2016,NC,10154788,North Carolina,N.C.,NC
2016,ND,754434,North Dakota,N.D.,ND
2016,NE,1905616,Nebraska,Nebr.,NE
2016,NH,1342307,New Hampshire,N.H.,NH
2016,NJ,8870827,New Jersey,N.J.,NJ
2016,NM,2091630,New Mexico,N.M.,NM
2016,NV,2917563,Nevada,Nev.,NV
2016,NY,19633428,New York,N.Y.,NY
2016,OH,11634370,Ohio,Ohio,OH
2016,OK,3926331,Oklahoma,Okla.,OK
2016,OR,4089976,Oregon,Ore.,OR
2016,PA,12782275,Pennsylvania,Pa.,PA
2016,RI,1056770,Rhode Island,R.I.,RI
2016,SC,4957968,South Carolina,S.C.,SC
2016,SD,862996,South Dakota,S.D.,SD
2016,TN,6646010,Tennessee,Tenn.,TN
2016,TX,27914410,Texas,Tex.,TX
2016,UT,3041868,Utah,Utah,UT
2016,VA,8410106,Virginia,Va.,VA
2016,VT,623657,Vermont,Vt.,VT
2016,WA,7294771,Washington,Wash.,WA
2016,WI,5772628,Wisconsin,Wis.,WI
2016,WV,1831023,West Virginia,W.Va.,WV
2016,WY,584215,Wyoming,Wyo.,WY
2017,AK,739700,Alaska,Alaska,AK
2017,AL,4874486,Alabama,Ala.,AL
2017,AR,3001345,Arkansas,Ark.,AR
2017,AZ,7044008,Arizona,Ariz.,AZ
2017,CA,39358497,California,Calif.,CA
2017,CO,5611885,Colorado,Colo.,CO
2017,CT,3573297,Connecticut,Conn.,CT
2017,DC,694906,District of Columbia,D.C.,DC
2017,DE,956823,Delaware,Del.,DE
2017,FL,20963613,Florida,Fla.,FL
2017,GA,10410330,Georgia,Ga.,GA
2017,HI,1424393,Hawaii,Hawaii,HI
2017,IA,3141550,Iowa,Iowa,IA
2017,ID,1717715,Idaho,Idaho,ID
2017,IL,12778828,Illinois,Ill.,IL
2017,IN,6658078,Indiana,Ind.,IN
2017,KS,2908718,Kansas,Kans.,KS
2017,KY,4452268,Kentucky,Ky.,KY
2017,LA,4670560,Louisiana,La.,LA
2017,MA,6859789,Massachusetts,Mass.,MA
2017,MD,6023868,Maryland,Md.,MD
2017,ME,1334612,Maine,Maine,ME
2017,MI,9973114,Michigan,Mich.,MI
2017,MN,5566230,Minnesota,Minn.,MN
2017,MO,6106670,Missouri,Mo.,MO
2017,MS,2988510,Mississippi,Miss.,MS
2017,MT,1052482,Montana,Mont.,MT
2017,NC,10268233,North Carolina,N.C.,NC
2017,ND,754942,North Dakota,N.D.,ND
2017,NE,1915947,Nebraska,Nebr.,NE
2017,NH,1348787,New Hampshire,N.H.,NH
2017,NJ,8885525,New Jersey,N.J.,NJ
2017,NM,2091784,New Mexico,N.M.,NM
2017,NV,2969905,Nevada,Nev.,NV
2017,NY,19589572,New York,N.Y.,NY
2017,OH,11659650,Ohio,Ohio,OH
2017,OK,3931316,Oklahoma,Okla.,OK
2017,OR,4143625,Oregon,Ore.,OR
2017,PA,12787641,Pennsylvania,Pa.,PA
2017,RI,1055673,Rhode Island,R.I.,RI
2017,SC,5021268,South Carolina,S.C.,SC
2017,SD,872868,South Dakota,S.D.,SD
2017,TN,6708799,Tennessee,Tenn.,TN
2017,TX,28295273,Texas,Tex.,TX
2017,UT,3101042,Utah,Utah,UT
2017,VA,8463587,Virginia,Va.,VA
2017,VT,624344,Vermont,Vt.,VT
2017,WA,7423362,Washington,Wash.,WA
2017,WI,5790186,Wisconsin,Wis.,WI
2017,WV,1817004,West Virginia,W.Va.,WV
2017,WY,578931,Wyoming,Wyo.,WY
2018,AK,735139,Alaska,Alaska,AK
2018,AL,4887681,Alabama,Ala.,AL
2018,AR,3009733,Arkansas,Ark.,AR
2018,AZ,7158024,Arizona,Ariz.,AZ
2018,CA,39461588,California,Calif.,CA
2018,CO,5691287,Colorado,Colo.,CO
2018,CT,3571520,Connecticut,Conn.,CT
2018,DC,701547,District of Columbia,D.C.,DC
2018,DE,965479,Delaware,Del.,DE
2018,FL,21244317,Florida,Fla.,FL
2018,GA,10511131,Georgia,Ga.,GA
2018,HI,1420593,Hawaii,Hawaii,HI
2018,IA,3148618,Iowa,Iowa,IA
2018,ID,1750536,Idaho,Idaho,ID
2018,IL,12723071,Illinois,Ill.,IL
2018,IN,6695497,Indiana,Ind.,IN
2018,KS,2911359,Kansas,Kans.,KS
2018,KY,4461153,Kentucky,Ky.,KY
2018,LA,4659690,Louisiana,La.,LA
2018,MA,6882635,Massachusetts,Mass.,MA
2018,MD,6035802,Maryland,Md.,MD
2018,ME,1339057,Maine,Maine,ME
2018,MI,9984072,Michigan,Mich.,MI
2018,MN,5606249,Minnesota,Minn.,MN
2018,MO,6121623,Missouri,Mo.,MO
2018,MS,2981020,Mississippi,Miss.,MS
2018,MT,1060665,Montana,Mont.,MT
2018,NC,10381615,North Carolina,N.C.,NC
2018,ND,758080,North Dakota,N.D.,ND
2018,NE,1925614,Nebraska,Nebr.,NE
2018,NH,1353465,New Hampshire,N.H.,NH
2018,NJ,8886025,New Jersey,N.J.,NJ
2018,NM,2092741,New Mexico,N.M.,NM
2018,NV,3027341,Nevada,Nev.,NV
2018,NY,19530351,New York,N.Y.,NY
2018,OH,11676341,Ohio,Ohio,OH
2018,OK,3940235,Oklahoma,Okla.,OK
2018,OR,4181886,Oregon,Ore.,OR
2018,PA,12800922,Pennsylvania,Pa.,PA
2018,RI,1058287,Rhode Island,R.I.,RI
2018,SC,5084156,South Carolina,S.C.,SC
2018,SD,878698,South Dakota,S.D.,SD
2018,TN,6771631,Tennessee,Tenn.,TN
2018,TX,28628666,Texas,Tex.,TX
2018,UT,3153550,Utah,Utah,UT
2018,VA,8501286,Virginia,Va.,VA
2018,VT,624358,Vermont,Vt.,VT
2018,WA,7523869,Washington,Wash.,WA
2018,WI,5807406,Wisconsin,Wis.,WI
2018,WV,1804291,West Virginia,W.Va.,WV
2018,WY,577601,Wyoming,Wyo.,WY
2019,AK,731545,Alaska,Alaska,AK
2019,AL,4903185,Alabama,Ala.,AL
2019,AR,3017804,Arkansas,Ark.,AR
2019,AZ,7278717,Arizona,Ariz.,AZ
2019,CA,39512223,California,Calif.,CA
2019,CO,5758736,Colorado,Colo.,CO
2019,CT,3565287,Connecticut,Conn.,CT
2019,DC,705749,District of Columbia,D.C.,DC
2019,DE,973764,Delaware,Del.,DE
2019,FL,21477737,Florida,Fla.,FL
2019,GA,10617423,Georgia,Ga.,GA
2019,HI,1415872,Hawaii,Hawaii,HI
2019,IA,3155070,Iowa,Iowa,IA
2019,ID,1787065,Idaho,Idaho,ID
2019,IL,12671821,Illinois,Ill.,IL
2019,IN,6732219,Indiana,Ind.,IN
2019,KS,2913314,Kansas,Kans.,KS
2019,KY,4467673,Kentucky,Ky.,KY
2019,LA,4648794,Louisiana,La.,LA
2019,MA,6892503,Massachusetts,Mass.,MA
2019,MD,6045680,Maryland,Md.,MD
2019,ME,1344212,Maine,Maine,ME
2019,MI,9986857,Michigan,Mich.,MI
2019,MN,5639632,Minnesota,Minn.,MN
2019,MO,6137428,Missouri,Mo.,MO
2019,MS,2976149,Mississippi,Miss.,MS
2019,MT,1068778,Montana,Mont.,MT
2019,NC,10488084,North Carolina,N.C.,NC
2019,ND,762062,North Dakota,N.D.,ND
2019,NE,1934408,Nebraska,Nebr.,NE
2019,NH,1359711,New Hampshire,N.H.,NH
2019,NJ,8882190,New Jersey,N.J.,NJ
2019,NM,2096829,New Mexico,N.M.,NM
2019,NV,3080156,Nevada,Nev.,NV
2019,NY,19453561,New York,N.Y.,NY
2019,OH,11689100,Ohio,Ohio,OH
2019,OK,3956971,Oklahoma,Okla.,OK
2019,OR,4217737,Oregon,Ore.,OR
2019,PA,12801989,Pennsylvania,Pa.,PA
2019,RI,1059361,Rhode Island,R.I.,RI
2019,SC,5148714,South Carolina,S.C.,SC
2019,SD,884659,South Dakota,S.D.,SD
2019,TN,6829174,Tennessee,Tenn.,TN
2019,TX,28995881,Texas,Tex.,TX
2019,UT,3205958,Utah,Utah,UT
2019,VA,8535519,Virginia,Va.,VA
2019,VT,623989,Vermont,Vt.,VT
2019,WA,7614893,Washington,Wash.,WA
2019,WI,5822434,Wisconsin,Wis.,WI
2019,WV,1792147,West Virginia,W.Va.,WV
2019,WY,578759,Wyoming,Wyo.,WY
